stableRowId,canonicalRelationshipId,sourceEvidence,sourceSha256,sourceAssetKind,role,ownerKind,ownerMigrationKey,currentAutomatedClassification,proposedDecision,privacyStatus,reviewStatus,auditFingerprint,ownerDecision,ownerNotes,reviewer,reviewedAt,evidenceChecked,followUpAction,resolutionStatus,uatRelevance,cutoverBlocker
"p14-owner-007c4ed7003f109569053f56","wix:asset:wix:activity:r9q61:6166c4e00314d43173d4","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","438f1b4beb6586bbf9b8e29daf7fe5ded92b4c4a04360cb6d0b4c2bc385ec50b","document","attachment","activity","wix:activity:r9q61","requires-owner-review","manual-review-required","private-draft","requires-owner-review","50983c7122e4f04a88077ea4d842b3627db88331674f403aebee55d65c8b3b7d","","","","","","","","",""
"p14-owner-0120edd2f69718f0f0adf551","wix:asset:wix:activity:o3j0h:18c3ac26280ecd393526","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","b430da2aa2325a3b911795f829210db760fd2431baca9e811bc65fb060da01e7","image","cover","activity","wix:activity:o3j0h","requires-owner-review","manual-review-required","private-draft","requires-owner-review","68c3ed84ad8f894cecb726ed1ac8c3de99b3830ff3213a769cc5ba6159200336","","","","","","","","",""
"p14-owner-016bdb974d850bb84020569f","wix:asset:wix:activity:fuug2:efb84ab5982115086645","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","b2795bcc14e07aa3a302d004c14746a84841aaacf3ca51ded1ed5f6e8c245abd","image","cover","activity","wix:activity:fuug2","requires-owner-review","manual-review-required","private-draft","requires-owner-review","394fe2518c1a3a03b0297245566eb5eb0a8dec36ac7d79760679b29a1e13e56d","","","","","","","","",""
"p14-owner-021e3be884a4e947f93e1ef1","wix:asset:wix:activity:eove1:d32e0abf3357d30fa66f","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","a32a7eb3fd599e3c4a52bd9033cacce1ad82be8e74152718345a93eb7a554895","document","attachment","activity","wix:activity:eove1","requires-owner-review","manual-review-required","private-draft","requires-owner-review","4b48382b9d7db69b0737155b71c4913382fb16bdfb082723befbdbf7426a1ac2","","","","","","","","",""
"p14-owner-02926d5620205c80f60153d4","wix:asset:wix:activity:ay10r:a6e0d46b5dfdc4e9631f","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","b1aba68bbf014cdbdc03b0f594c779a8aa4e59c13b7fa1c18cde2624763c3bdd","document","attachment","activity","wix:activity:ay10r","requires-owner-review","manual-review-required","private-draft","requires-owner-review","a3d856358bf2c30e78de165e710ba12ad2285f173606a4cfcee1fea186ceb91a","","","","","","","","",""
"p14-owner-0385019907365c79eedee630","wix:asset:wix:activity:lb7xk:db072f26fe62bbc05358","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","0da65f99e640ace4025ac9d46c175fce2ce69118366e34cbf43926e280777c98","document","attachment","activity","wix:activity:lb7xk","requires-owner-review","manual-review-required","private-draft","requires-owner-review","c55ca66fa98df98cd0570c474d8718fa39b366946717d0f72362556b2cacd0f0","","","","","","","","",""
"p14-owner-04cfcede626955708cd4446e","wix:asset:wix:activity:fxl97:8930f65650d2b4c6b1d4","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","11f9745e9a11ecf0b2d14c0c9fe3d2c9df84bb175c30f5329251d5a452608723","image","gallery","activity","wix:activity:fxl97","requires-owner-review","manual-review-required","private-draft","requires-owner-review","b0949657ce7848c5724ad76e77b363c55512ea4f0612c916a07cb3d708734523","","","","","","","","",""
"p14-owner-0539f85c4b40190a89de3ce6","wix:asset:wix:activity:mwqi8:e5066247ba2f0e99a935","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","048d52f4af8f8c25163c86bc3643ffdf07df573ed372bdab64466ac08f1f11b4","image","gallery","activity","wix:activity:mwqi8","requires-owner-review","manual-review-required","private-draft","requires-owner-review","5f72c9fbeb1513d19686ae5cd2d2b336d0593f2936fa5b522e5e4a5a3356166c","","","","","","","","",""
"p14-owner-05765050f9842e98bf2458fe","wix:asset:wix:activity:eeuqi:659bfe21950417ade42d","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","300be5b026b4c3d0ceb7b3c4c690a8b73c927291aab7a240d8d15a38ed4e2a44","document","attachment","activity","wix:activity:eeuqi","requires-owner-review","manual-review-required","private-draft","requires-owner-review","e5cc7600fdc3a4e8e87b4fb01b2f8bf9ccc1b9a0241bc6719f18727528a207f4","","","","","","","","",""
"p14-owner-05b3c210f84d73c58a1a8162","wix:asset:wix:file:5f3e6d8ae5c8f95e2fddd990:5f3e6d8ae5c8f95e2fdd","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","5f3e6d8ae5c8f95e2fddd99026716a029101033a901ccafe501461b38a1f8bae","document","download","file","wix:file:5f3e6d8ae5c8f95e2fddd990","requires-owner-review","manual-review-required","private-draft","requires-owner-review","09336ccaec7e4dd1193c435ec417f0841b72470a895aa53a79744c006d061add","","","","","","","","",""
"p14-owner-07ffec2c6139dbe8c2b7a015","wix:asset:wix:activity:xhbeh:26ca9e9819dcf964467b","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","b80059e1a939067b6575e828b7195f3e0aa6d4d6329f452a4a1925be2a7a661e","document","attachment","activity","wix:activity:xhbeh","requires-owner-review","manual-review-required","private-draft","requires-owner-review","be442f8060979f98a199b6d71460d48bec385f56874254c43a3da1047e692423","","","","","","","","",""
"p14-owner-08797096169e13bcf80ded0d","wix:asset:wix:activity:acrjz:44572b4bc21b3551e2c7","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","8d8486f7faf473ff6936477b932ddde30b5930fc459963fa36d7ec16c35b5a4d","document","attachment","activity","wix:activity:acrjz","requires-owner-review","manual-review-required","private-draft","requires-owner-review","3aeab75cb48390c3c28e4536e73a7a2b0b0b9bef1350af71d54889ac2fa5d640","","","","","","","","",""
"p14-owner-092b2f734c06726cca4ca821","wix:asset:wix:activity:ra9kd:52c145cb042144079df0","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","63a0983ebe2ec86e7bb9796feb88c48e2df229e5281e2819abed15df1dc92649","image","gallery","activity","wix:activity:ra9kd","requires-owner-review","manual-review-required","private-draft","requires-owner-review","37e01f771fc9f77c92344b0d709f9e09cd7ac787d3a4e554dd79f70471108107","","","","","","","","",""
"p14-owner-094060c923e7999a109beaa3","wix:asset:wix:file:edf9ad6849ee0ce35383ffad:edf9ad6849ee0ce35383","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","edf9ad6849ee0ce35383ffad39283a6929dad3571240253b35a3cf593617e504","document","download","file","wix:file:edf9ad6849ee0ce35383ffad","requires-owner-review","manual-review-required","private-draft","requires-owner-review","00a347eb441ad77c70fa802e6a1afce47463c3f880cb3bbabd39d04ddd070e65","","","","","","","","",""
"p14-owner-0af60d8127571f6d8b48f304","source-only:wix:asset-source:bc7bfb75d01f147d4c44bae52b86ad75a7160a59107ab4fc7bb5b84c23f63a8e","[""migration/phase9/source-inventory.jsonl""]","bc7bfb75d01f147d4c44bae52b86ad75a7160a59107ab4fc7bb5b84c23f63a8e","image","unknown","unresolved","","accepted_skip","manual-review-required","public-source","requires-owner-review","1c0e77cd850d593e467c7d49b745e8efd21dec29df927e4c35d9ab40ab130ba9","","","","","","","","",""
"p14-owner-0c4e03c3520c5947882f4c24","wix:asset:wix:activity:fpv52:08baa4ce8a18e9d728cf","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","9acc870bfcd1eec1d2b4c01161b97e4f7dd44efef8ffb4fa062c8818bb340187","image","gallery","activity","wix:activity:fpv52","requires-owner-review","manual-review-required","private-draft","requires-owner-review","0530b5f750a39fef953fe22a0e7c2aa69dc063ff287f0933ca21cf72e1ef5aa5","","","","","","","","",""
"p14-owner-0d26417761adfaed085d7ed1","wix:asset:wix:activity:eove1:5dcbad331ec385a3ed23","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","8ec77327ee29051c712b6373af6a7070ebf6647ffdf63658bb4e16f4da5a2b4e","image","gallery","activity","wix:activity:eove1","requires-owner-review","manual-review-required","private-draft","requires-owner-review","45ce02f7d7ecf2abcf0ba6d79ebbd3b25b898e1c7c6be5042e3f30f9dae7b738","","","","","","","","",""
"p14-owner-0e15bc7957a8cd15db4c4bda","wix:asset:wix:activity:fl2ot:c0753035148641230eeb","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","95427bc780b135860278f3d5e446685dead5b03ea7d3ba0761e832feaac88fa8","document","attachment","activity","wix:activity:fl2ot","requires-owner-review","manual-review-required","private-draft","requires-owner-review","e260f864cb32e366b54dbf2e2d8a3102a49475bd329765881b6ff9a8d233cf79","","","","","","","","",""
"p14-owner-0e5f21892b59be771e3b1eb6","wix:asset:wix:activity:on53s:148be0eb1dcd8cff131a","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","1dbb0bfbb0d16b337c0c1f66d22069270f1cb5841c2d0ecf32b83d2a495e9d9a","document","attachment","activity","wix:activity:on53s","requires-owner-review","manual-review-required","private-draft","requires-owner-review","48a11e013b543b6b94a0572a4256a082de629d18be6f691b7d8a7b7055bad9f7","","","","","","","","",""
"p14-owner-0ea1427a378a383fc95abe36","wix:asset:wix:activity:ra9kd:e06970e3dab51309824d","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","29f850790eb4e9ec7ae15dc36a33eb5636ed425777fc2d09a9104252767cd26e","document","attachment","activity","wix:activity:ra9kd","requires-owner-review","manual-review-required","private-draft","requires-owner-review","9aaee560bb4e588f13244567dcfa0a363d187c8ebe482ce9402392e3dd4f4929","","","","","","","","",""
"p14-owner-0f18908dacb96d3d09ab9de1","wix:asset:wix:activity:fu3bz:01be76cb980ec3a2ceb6","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","70ab063e647542c6b10908fb8d0a5eb800c542f65bbb6f0bb1623456dabeaefc","document","attachment","activity","wix:activity:fu3bz","requires-owner-review","manual-review-required","private-draft","requires-owner-review","0db77d72fd5dadb24ac5677ec0366b4aff2b0df7a25102c5a39ea3b894d63043","","","","","","","","",""
"p14-owner-105dcb3fb8ebcefafc2bcd91","wix:asset:wix:activity:jd4jc:63c99da883c732abd61d","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","9b0b5c7774147da9007432c5b0e4b068d8a5a7157681a3b0afc90d7886d8383e","document","attachment","activity","wix:activity:jd4jc","requires-owner-review","manual-review-required","private-draft","requires-owner-review","feb6ba2c1a4d3b44e9a69cd679c1375033c1daf65b35bc962dd07b7c88b2d54d","","","","","","","","",""
"p14-owner-10ca516f6178ed1b8af0e04a","wix:asset:wix:activity:mwqi8:1ce1c00d836f1ca10608","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","fb70ddd067d7e49107910fde8e26c9f67c3a6e673c297fc084e847037b0d05b6","image","cover","activity","wix:activity:mwqi8","requires-owner-review","manual-review-required","private-draft","requires-owner-review","1555aa85c7661fbce7190640571cbf9aca9d50c72c4092dcb1694ad66e20f2c4","","","","","","","","",""
"p14-owner-111b0b231324e61d42b28a1d","wix:asset:wix:activity:shxze:542c1883f17ae523789b","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","d03b3e4ab5ecae84ade7113b01f04f720f4d815f3660a2a183fe17a24f0068f8","document","attachment","activity","wix:activity:shxze","requires-owner-review","manual-review-required","private-draft","requires-owner-review","c458530ca34227c6eccd74f66edc2ef3f7b63b55153aff75d09860f002378101","","","","","","","","",""
"p14-owner-1195df536d9857dea89a8066","wix:asset:wix:activity:sr7vx:f36d2385b845a35f5ebd","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","23ec0ef30a0b8dcbdf2754383bfc7682792de5891a1b1dce778c8115a7a4cdf4","image","cover","activity","wix:activity:sr7vx","requires-owner-review","manual-review-required","private-draft","requires-owner-review","ec86c3b727f1687d1367b4cf4f412ae87fbd61406ef6257d8b950792ea393b01","","","","","","","","",""
"p14-owner-12122d9232b082ffe83fcfbc","wix:asset:wix:activity:wnlfh:3c361e3f521685998055","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","defae18831c0ce80e91fda2a3be95b356fc170babc7f96bc91a38ce77de806d9","document","attachment","activity","wix:activity:wnlfh","requires-owner-review","manual-review-required","private-draft","requires-owner-review","09424501ef22858cc6e6c17ca61fbbe580999337f071f0571add309fb091ed99","","","","","","","","",""
"p14-owner-132c6b268a400f4158cda5ac","wix:asset:wix:activity:ad87y:529d219d493ce4d6dc03","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","26d4ea21b60c177ec32d6a364df743d72e3cf25e334d44b7efc5ab550e0bd704","document","attachment","activity","wix:activity:ad87y","requires-owner-review","manual-review-required","private-draft","requires-owner-review","9358aba46d19a99f06aedba89bb4a21d6e1deef9753f078611da09c5f4dffe92","","","","","","","","",""
"p14-owner-1371285dbb74a99f923c3e72","wix:asset:wix:activity:xhbeh:5dcbad331ec385a3ed23","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","8ec77327ee29051c712b6373af6a7070ebf6647ffdf63658bb4e16f4da5a2b4e","image","gallery","activity","wix:activity:xhbeh","requires-owner-review","manual-review-required","private-draft","requires-owner-review","77112bc238d5d1cdfdcea96742e458f631fe0764e0dbd903299e2e8de1788167","","","","","","","","",""
"p14-owner-14888a43afdd9621e17df99f","wix:asset:wix:activity:io4hd:010338d6cac1441679d1","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","612e7f9e2003205515d44c7fbf160f0ad4c612ddfbcd6a6bc2a22f1d5d6327ac","document","attachment","activity","wix:activity:io4hd","requires-owner-review","manual-review-required","private-draft","requires-owner-review","c17dad2207960813eb1368fd7f344beda8e12098b87370e3a7f51d09a344fa9f","","","","","","","","",""
"p14-owner-14e024033bc74a55e30c7019","wix:asset:wix:activity:vro4w:150f89771f66a802c130","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","e690d14123d2fc3bfe40455ba7168038635188f889c783c41c58fe9b2b0f88e6","document","attachment","activity","wix:activity:vro4w","requires-owner-review","manual-review-required","private-draft","requires-owner-review","7932cfd62996f160b19f126e361e28f8915c7fbf02ae564d164563831227022a","","","","","","","","",""
"p14-owner-15c4596790acdb18baf3b53d","wix:asset:wix:activity:yq45v:abb4b1acf92bc6e96f28","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","2553a4b71ceed2c7b74df92d5618e6d89b89e9e7a00827668b9fa7b4f8370b66","document","attachment","activity","wix:activity:yq45v","requires-owner-review","manual-review-required","private-draft","requires-owner-review","ec5f8a0ef75fdd83d4373bdab1863b3d8117bc87250c86f5beaebfb86fd16fe5","","","","","","","","",""
"p14-owner-17916fdd3a075ea70effcbb0","source-only:wix:asset-source:65bc4292fe515c0ee8f0194ace85666bc7f386055f17f63f3100abd5cd38e127","[""migration/phase9/source-inventory.jsonl""]","65bc4292fe515c0ee8f0194ace85666bc7f386055f17f63f3100abd5cd38e127","image","unknown","unresolved","","accepted_skip","manual-review-required","public-source","requires-owner-review","46edc6e5cac90020af8e7b7c4883d9afd48cdf65480545c3e80d9956a9a3ef4e","","","","","","","","",""
"p14-owner-18c40bcfa163d68338e7885e","source-only:wix:asset-source:02b88cb2aa949f804f14b47954452a6b2b7dfc2cfc78e9b47aa9925ad3785196","[""migration/phase9/source-inventory.jsonl""]","02b88cb2aa949f804f14b47954452a6b2b7dfc2cfc78e9b47aa9925ad3785196","image","unknown","unresolved","","accepted_skip","manual-review-required","public-source","requires-owner-review","b3b12d88c0b405af3b7b9952c18f35acfc41eba9dc61c757b982f43f8dde8034","","","","","","","","",""
"p14-owner-19ebecff0d8f4073cfa146d7","wix:asset:wix:activity:fuug2:2a03ff3ef3635847ad20","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","c3eb8ab662bb7005e3dcd9f184891ef00b53104f299674f8d01ad081d7b12dca","image","gallery","activity","wix:activity:fuug2","requires-owner-review","manual-review-required","private-draft","requires-owner-review","77b5337e676314c0f31eff4be2a4d6b1dd957f26dc0b16a9f34d0494bf000de4","","","","","","","","",""
"p14-owner-1aa38f88a66ba0c85b1802a1","wix:asset:wix:activity:o6h8s:1e249613658ed7127f8d","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","5ec03bb9992ceff365889620c928673d75350ed77bb028841067335d3ec6f607","document","attachment","activity","wix:activity:o6h8s","requires-owner-review","manual-review-required","private-draft","requires-owner-review","82a5a6fad0d4465ad3dc6ee6715e7c5dfb5363aa6c34591ed842e4ea749283cf","","","","","","","","",""
"p14-owner-1cc289a1c24f1f5c01967906","wix:asset:wix:activity:fpv52:63226155c9b2c8bb9317","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","1b42da0115825e1a25f4c1a1bf51b6b1036dd7d95416c3fa78f8fa1d5f0e9d96","image","cover","activity","wix:activity:fpv52","requires-owner-review","manual-review-required","private-draft","requires-owner-review","08d9aadd3730858be79b5b1a2d98440d3d3b0c4b4f2155796d6567154b118f74","","","","","","","","",""
"p14-owner-1d80e04ec6381951a5c43e4d","wix:asset:wix:activity:vro4w:e27808548f218fe098b4","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","8b625c5787f1dfdca4cee4499ee4e604e87389985e475a6016b52076ab93f129","document","attachment","activity","wix:activity:vro4w","requires-owner-review","manual-review-required","private-draft","requires-owner-review","4522ed62d7838edc96be3ada7648406b731682fb961628d46cad4ee720f3905c","","","","","","","","",""
"p14-owner-1edccee32a90c941696890fa","wix:asset:wix:activity:u61it:ee9e9bc124a508c02f4f","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","1b94f32d55bd3973fc522de0396c0018dd09a7d208084b123b8d81d1aa0f5bff","document","attachment","activity","wix:activity:u61it","requires-owner-review","manual-review-required","private-draft","requires-owner-review","e1a2b2141a942fe7b53b41201cb1696a69d8e3b6dfe64569b171c7a01ce0e250","","","","","","","","",""
"p14-owner-1fa8cd99e2b93eab1dcb9d22","wix:asset:wix:activity:vro4w:ee1f506b847e8c4bc4cb","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","a5b33ea0908a32c095fe24e436f317b27bcd9ee32fcfeacd51d2dbe9afc24e9c","image","cover","activity","wix:activity:vro4w","requires-owner-review","manual-review-required","private-draft","requires-owner-review","67f7ab18419b542674e0290ccfad4119d378906d283bef251ba88176a3415dbb","","","","","","","","",""
"p14-owner-202f9a15f660d2e3ccfbbf41","wix:asset:wix:activity:o3j0h:8a38f01e5bed791a846c","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","915cc70203b1935e4eebb7b996eb91565b23ba9ba128bbf75957e1b874ebe1d9","image","gallery","activity","wix:activity:o3j0h","requires-owner-review","manual-review-required","private-draft","requires-owner-review","6ad312922df847edd4e66e64249d37538618e4dcf3b262129cd75e56f42dede7","","","","","","","","",""
"p14-owner-229b7320a4c3f6b14a1251c0","wix:asset:wix:file:65b1e1abce9823ceb2f35dda:65b1e1abce9823ceb2f3","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","65b1e1abce9823ceb2f35ddac678ff414e6c84f773424bde560857a607ce130c","document","download","file","wix:file:65b1e1abce9823ceb2f35dda","requires-owner-review","manual-review-required","private-draft","requires-owner-review","8de44a4215ef2f392f5ff6564790645282ca0d7b2ea2597f5987fe2b57198558","","","","","","","","",""
"p14-owner-23398650e6da1d55a756d856","wix:asset:wix:activity:lb7xk:af380077be7d7c190882","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","db8c00730e42f708022ae5f35fd2f272bdb2bb020ecbdb0943961f6cce459693","document","attachment","activity","wix:activity:lb7xk","requires-owner-review","manual-review-required","private-draft","requires-owner-review","fffac2bdf19b784f6108ca223bd35396849fb32073766cfa0a7f8fcd897daf44","","","","","","","","",""
"p14-owner-235b637435967e3c1bb8af0f","wix:asset:wix:activity:euvvm:e9aae9b874d784d76e13","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","a33d8e2c1442e3760fd91f554929cac56ac504693e296890960c71681f269010","document","attachment","activity","wix:activity:euvvm","requires-owner-review","manual-review-required","private-draft","requires-owner-review","980568a1ba72fd869de98b431313d4b9c1dda5e64201bdb460f9dbfa33b50c33","","","","","","","","",""
"p14-owner-2405d92d292aa04e12a79575","wix:asset:wix:activity:lb7xk:1383c3498c28f579a669","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","4f91da25eeca04dd82d759c13661ad23b70a56ac0927c751b9148b6c2caa5b27","document","attachment","activity","wix:activity:lb7xk","requires-owner-review","manual-review-required","private-draft","requires-owner-review","08b6d3105be67b5a5bfacb058b9f03b53844bc4f72598503f3b17d524fa8d995","","","","","","","","",""
"p14-owner-2418161581307dbb5e68ad43","wix:asset:wix:activity:fl2ot:6513d38d2e891c7feafb","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","f99a98e0858ecd8ec3cf9d5f4f00427d34df1ddaa4edf50d5fc14cfc38a047d0","image","gallery","activity","wix:activity:fl2ot","requires-owner-review","manual-review-required","private-draft","requires-owner-review","fc387015a47a36024db41d5e38028e36f63805d44c5dd7992f869822531612e1","","","","","","","","",""
"p14-owner-24218b529d529cce12314b23","wix:asset:wix:activity:syp73:00b49a1577257dfc6915","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","190721b353b46580bcdf55439d5b834ca3901e7f10d8d7c2a7419b3fce41b581","image","cover","activity","wix:activity:syp73","requires-owner-review","manual-review-required","private-draft","requires-owner-review","c2e5662769405d611c50d18e4d1fa3d120f8e351684c7a5a66c62d86bc7af55d","","","","","","","","",""
"p14-owner-2470d70f595211aceaa556bc","wix:asset:wix:activity:shxze:3bc76c7ad445aeab6d5a","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","bc1657f24df639152bd345af0666c709d341f19b2f14a76ae8650baa350a178b","document","attachment","activity","wix:activity:shxze","requires-owner-review","manual-review-required","private-draft","requires-owner-review","74b655f5a4fc61aa58793ae0b1f18ebeffaa442e7571caa40bff4d78f10bc524","","","","","","","","",""
"p14-owner-248ffdc5495d150b47fc85bd","wix:asset:wix:activity:wiy6e:db7be3ed34688ae7b002","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","1feb20e7a57d0f9b1e68f2388f1ec9549ab4bbb9c593ae9f30fc5fbaba03a8e1","document","attachment","activity","wix:activity:wiy6e","requires-owner-review","manual-review-required","private-draft","requires-owner-review","11a6734608980e717a5e1d96a1ec5e355bef1470033c7319010e1d995649aac6","","","","","","","","",""
"p14-owner-25544fc96b66c02cbe83e28e","wix:asset:wix:activity:g23od:6aec3a9c723d91a98c69","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","bba3738161836523903081dbfc80ee4927f8349826a2992f9bb0cd551f3a89b3","document","attachment","activity","wix:activity:g23od","requires-owner-review","manual-review-required","private-draft","requires-owner-review","7ff53a6f7f48c10c4f48ab04e24997f4d4757fdbc4ddb9c8d2549a9002c28724","","","","","","","","",""
